"type","value","source"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"","","Microsoft"
"domain","abstracts.cngsby.cfd","Microsoft"
"domain","admirable.brehmed.cfd","Microsoft"
"domain","adventure.lantial.cfd","Microsoft"
"domain","airconditionersontop.com","Microsoft"
"domain","alignment.econd.cfd","Microsoft"
"domain","artistry.cngsby.sbs","Microsoft"
"domain","b8-crypt0x.com","Microsoft"
"domain","blackangel.dev","Microsoft"
"domain","breakfast.ffiftringg.sbs","Microsoft"
"domain","clumsy-fir-mandible.glitch.me","Microsoft"
"domain","coinsboostbonus.top","Microsoft"
"domain","composure.pedancy.fun","Microsoft"
"domain","constructive.lantial.us","Microsoft"
"domain","dalopt.participates.cfd","Microsoft"
"domain","discovered.secamondareeng.space","Microsoft"
"domain","email.gov.in.gov-in.mywire.org","Microsoft"
"domain","encrypthub.net","Microsoft"
"domain","encrypthub.org","Microsoft"
"domain","expedient.eithert.cfd","Microsoft"
"domain","framework.chellor.cfd","Microsoft"
"domain","framework.reorget.cfd","Microsoft"
"domain","framework.retiont.space","Microsoft"
"domain","fuckedserver.net","Microsoft"
"domain","global-protect.us","Microsoft"
"domain","hot-gays-quest.life","Microsoft"
"domain","ht2jndn.web.app","Microsoft"
"domain","ity.anoneth.fun","Microsoft"
"domain","jeel.top","Microsoft"
"domain","keenram.anariding.site","Microsoft"
"domain","lakesandinnovations.com","Microsoft"
"domain","landscape.chanism.sbs","Microsoft"
"domain","landslide.postume.cfd","Microsoft"
"domain","limitedavailability-show.com","Microsoft"
"domain","livingscontinuations.com","Microsoft"
"domain","mainframe.crellar.sbs","Microsoft"
"domain","malwarehunterteam.net","Microsoft"
"domain","methodical.reorgedt.fun","Microsoft"
"domain","momentous.debayon.sbs","Microsoft"
"domain","motorcyclesincyprus.com","Microsoft"
"domain","myhot-cams.life","Microsoft"
"domain","oldoak.spindexed.site","Microsoft"
"domain","postindia.site","Microsoft"
"domain","premiumservices.approviding.store","Microsoft"
"domain","resonance.agained.cfd","Microsoft"
"domain","romancezone.one","Microsoft"
"domain","setting-raw-jushd.vercel.app","Microsoft"
"domain","simulators-and-cars.com","Microsoft"
"domain","slothingpressing.com","Microsoft"
"domain","small-inches.com","Microsoft"
"domain","strawberriesandmangos.com","Microsoft"
"domain","streamingleaksnow.com","Microsoft"
"domain","tavux.participates.cfd","Microsoft"
"domain","topawardpicks.top","Microsoft"
"domain","transmit.chanism.cfd","Microsoft"
"domain","tremendous.mcgonal.cfd","Microsoft"
"domain","tripplebanks.duckdns.org","Microsoft"
"domain","workbench.cudwork.cfd","Microsoft"
"domain","www.entryway.world","Microsoft"
"domain","your-bigprofit.top","Microsoft"
"domain","yourspacegain.top","Microsoft"
"url","https://freeimagecdn.com","Microsoft"
"url","https://github.com/Rekrutacja-JS/FizzBuzz","Microsoft"
"url","https://litter.catbox.moe/eduway.ps1","Microsoft"
"url","https://mia.nl.tab.digital/remote.php/dav/files","Microsoft"
"url","https://mvnrepo.net","Microsoft"
"url","https://my.powerfolder.com/webdav/utils/elzp.txt","Microsoft"
"url","https://planachiever.au/admin-admin/Belejrers.fla","Microsoft"
"url","https://planachiever.au/admin-admin/bPeMVYr142.bin","Microsoft"
"url","https://raw.githubusercontent.com/coder9440/drop2/refs/heads/main/faktura_586507.pdf.lnk","Microsoft"
"url","https://raw.githubusercontent.com/coder9540/weather_widget/refs/heads/main/SkyWatchWeather.exe","Microsoft"
"hash_sha1","02065BBDB3209E0522DB3225600B8E79F8A10293","Microsoft"
"hash_sha1","089439168D3C75B4DA94AB801F1C46AD6B9E1FDC","Microsoft"
"hash_sha1","0B689C5677445729C609E284E91C7048A1D8BC11","Microsoft"
"hash_sha1","0E282DC84D6CFD447FECE7D3ECC622523B143AA8","Microsoft"
"hash_sha1","151DC47B213AAEC3751FFD1427737C65757AB410","Microsoft"
"hash_sha1","1CC2D1F2A991C19B7E633A92B1629641C019CDEB","Microsoft"
"hash_sha1","1F6D6C9F3841D0477D8B38A64935E0B58E57605F","Microsoft"
"hash_sha1","207B7CF5DB59D70D4789CB91194C732BCD1CFB4B","Microsoft"
"hash_sha1","23C4049121A9649682B3B901EAAC0CC52C308756","Microsoft"
"hash_sha1","25A593B9517D6C325598EAB46833003C40F9491A","Microsoft"
"hash_sha1","2B9B740FB5FE0549810500476F567002683DF71D","Microsoft"
"hash_sha1","334A88E288AE18C6E3FD7FB2D1AD9548497D52CE","Microsoft"
"hash_sha1","36ECC371E0EF7AE46F25C137AA0498DFD4FF70B3","Microsoft"
"hash_sha1","3CAC6FF7CDDCB8F82409C79C85D976300FC60861","Microsoft"
"hash_sha1","492CBE143F795888D8E5006AC595F65F4565ED6E","Microsoft"
"hash_sha1","495A4B4757F3B1EEC7FDAA9D0B2930071565F2B1","Microsoft"
"hash_sha1","49CD96DF4C85CDD7461701340C0BB4D05A5049D8","Microsoft"
"hash_sha1","4AEEAE023766153A91B83D02B1B24DA20C0DD135","Microsoft"
"hash_sha1","4DC0EBFA52ADF9B9EB4FA8F0A359C21A14E183FB","Microsoft"
"hash_sha1","4DD22A08A5B103E1F2238AED7F7CE66C5A542533","Microsoft"
"hash_sha1","4FA2B2AB3E24EE9D130CFEDA63C7AE1CCBC393DC","Microsoft"
"hash_sha1","55EEAA904BC6518A2715CC77648E6C5187416A46","Microsoft"
"hash_sha1","6461EC3154BEC2F4DAC27B84951AB28E1287D8C9","Microsoft"
"hash_sha1","7AA028FD7350193BE167DC772A7EB486C9FA1C17","Microsoft"
"hash_sha1","81622512757F897206A84B29EE866FB933FA3D48","Microsoft"
"hash_sha1","8A3EA65147A156D381D8F1773E91EB8E0F6B1E40","Microsoft"
"hash_sha1","8DE54CAD9D6316679580C91117B484ACB493AB72","Microsoft"
"hash_sha1","9022F78087E1679035E09160D59D679DC3AC345D","Microsoft"
"hash_sha1","9B7590C4313159810443EFCC6648837519B061D6","Microsoft"
"hash_sha1","9DC3D272652851428F5CC44F2FD9458BFF1D6A78","Microsoft"
"hash_sha1","A5C36B8022751CFEB4A88A21153847DF3870C7C0","Microsoft"
"hash_sha1","A9BBEA73504139CE91A0EC20FEF303C68A131CD4","Microsoft"
"hash_sha1","AD3DBEC2B621807FA9A2F1B2F575D7077E494626","Microsoft"
"hash_sha1","B0BBE83895647A1EFE6843D1C619059B00F72CF3","Microsoft"
"hash_sha1","BE52275B0C2086735DAC478DC4F09FD16031669A","Microsoft"
"hash_sha1","C7C52FDAECF325DFAF6EDA14E0603579FEAED40A","Microsoft"
"hash_sha1","C879A8EB6630B0CD7537B068F4E9AF2C9CA08A62","Microsoft"
"hash_sha1","D102A34B3F0EFB57F1D9F04EFF26B256875A3AA1","Microsoft"
"hash_sha1","D25EAE2DE64BB604987DB27085D60F3DDF7CA473","Microsoft"
"hash_sha1","D67DC8C4232A3943A66608D62874923E9A3FB628","Microsoft"
"hash_sha1","F31920D636224356E8C7A182C2B9B37E42A09181","Microsoft"
"hash_sha1","FE9CA39A8C3261A4A81D3DA55C02EF3EE2B8863F","Microsoft"
"hash_sha1","FF6D99505C87876B613D511D8734A9379B826E1A","Microsoft"
"hash_sha1","FF7B2C3938306261881C42E78D0DF51D9BCDD574","Microsoft"
"hash_sha256","015F0FDF24A19B98447FAB5FA16ABF929C1CF9BE33E9455CE788909DD5A8DBFE","Microsoft"
"hash_sha256","045A1CBCC99C53C092BB61D43B89A6F7308FD01D9CEAEB9A72BBF81669DCBEF8","Microsoft"
"hash_sha256","04A43023637CFDEE72E1FDBF7DD38AC442BDF2779D0450E20966F68119FA5A6A","Microsoft"
"hash_sha256","079B7F03C727DE92C3FCB7D3B9B9FEA6D1E9FFDCD60DC9A360AF90CE7B4B5CC6","Microsoft"
"hash_sha256","0943B0F328282504C2661CD56E4BD83E3B3E5A4CCE89E2E5523F83A2D535A07E","Microsoft"
"hash_sha256","0AC748BAAAD6017E331A8D99AAE9E5449A96BA76FB7374F5D8C678AE52B7DB9F","Microsoft"
"hash_sha256","105303AE231B9E2FEE43C82AFAC59249593155BBF7BFDC51EDA49CB50351857F","Microsoft"
"hash_sha256","17A916728F5BFA2AF55565E0E73A04CBC52F4D872FB41E1A4CEDCC43C5A7A7D3","Microsoft"
"hash_sha256","1A0103EB4BA83B978D6F006225D6B7B80C5B21948715C0D78D3643A306D4D2E0","Microsoft"
"hash_sha256","1B3309C7A4C3940EFF1E1AB1905641B23EA743C4F11D82107CE36FA1EC2299E9","Microsoft"
"hash_sha256","1BCE694F9F811982EB01D381A69CDD56C3FA81D113E41B5ACB902EC66EC942B1","Microsoft"
"hash_sha256","1DB9C8C816D6D5871C463DA46C91864D780D933363B425983206B76C9DF09E08","Microsoft"
"hash_sha256","20DA5E4736A91EB6AA55892D1497C724FB16767DA43CCF3227DB5C9647BB0793","Microsoft"
"hash_sha256","287A5F95458301C632D6AA02DE26D7FD9B63C6661AF331DFF1E9B2264D150D23","Microsoft"
"hash_sha256","2A5F9198F1E563688A2081B746BDAF48D897EC0AE96DFAFC15CD5CD52C25E8F2","Microsoft"
"hash_sha256","2AEB9AECA5739EA1CB5A30D284D65E36FE18F47DB9E5E504063D982B9C3BC3E9","Microsoft"
"hash_sha256","2B4BC80AF0A0AFAC04DA73E7DA2779D3AB3ED8C460D2FB22D4034E1B2469F879","Microsoft"
"hash_sha256","3009E864D40D67F803481FD7F4F8A38F46EB5DBF0C9A0B6922C11C2121EC50C6","Microsoft"
"hash_sha256","33BC5FA9798219BA6D4E31F91EC23982596C409E0FD73E2C0C33C70538B7EC83","Microsoft"
"hash_sha256","3761060C509B9444BDD3D0E65D7F68E39FF5C52FA87FDC59DB02C1553E21E403","Microsoft"
"hash_sha256","405D1DCDBBA56BCE99A308734C39AC8CA62FFB55DBD69565293A79B468E4DAD1","Microsoft"
"hash_sha256","413DEA8EA8CB09CD3AC49531A8E0A13F767C09F78FB77856F4668377532A64EF","Microsoft"
"hash_sha256","43EAB8488DCE80C1086AAFDF4594B1A438347E32275ABEAA8B2BB14475FB3F98","Microsoft"
"hash_sha256","47DC344E945A0170C1F69CAF1CF5D63BCA22239E17F7DF1A01E6235484FA0593","Microsoft"
"hash_sha256","47E4142FA6AB10A2D7DC0423D41F9BDBB3CED0F4FAE5C58B673386D11DD8C973","Microsoft"
"hash_sha256","49A552D3ADBCAD9F5AC70151B48A4EDC2AE1D4094A1EA9D944785CEE8B4319D7","Microsoft"
"hash_sha256","4A75B84C305F8E8FA98641E5A57F35CB3A51887A89D1291620359C2B60882F6A","Microsoft"
"hash_sha256","4AB440989C4130B4BDC183C8B2C878F0E1931DC38BBEA5B8531C876202865B3E","Microsoft"
"hash_sha256","4E6F35AB5EB9242335BEE01D6DF9B50F665043F9930A630DF7E170B904F52A24","Microsoft"
"hash_sha256","5357279BAD530C3AF89713AAF6BEFE19A22E438F22952AED46097590130551FA","Microsoft"
"hash_sha256","5538B88EB2EFFA211A9C324B001E02802B7CCD0008B3AF9284E32AB105DC9E6F","Microsoft"
"hash_sha256","5752EFA219C7E42CB104917F38C146E1F747D14230BE0E64A5E87C20E82075BB","Microsoft"
"hash_sha256","57BA0A5BE8B2DFA2A7DA564F1C50FD277212743E33E392AF924DA6EEB997E5DB","Microsoft"
"hash_sha256","590512BF29E2A4A006F8CC76A931F14778F599FA14C9F0A935A16D7394E08422","Microsoft"
"hash_sha256","5CC0D46909BD6733DD331E2DFCEF5EF9B9A9EFB709B104C1C9A9D49026715065","Microsoft"
"hash_sha256","5FCD2E12723081F512FA438301690FB310610F4DE3C191C7C732D56ECE7F0499","Microsoft"
"hash_sha256","60F5D8EADABA230B95339011DAF4800F81E35AC721BF908F68ED8191388ADDCB","Microsoft"
"hash_sha256","677601F72181C53541F850248DD0904153EA62458489D7AA782149B93399EBD8","Microsoft"
"hash_sha256","691087EC9B50022D3E23695C0B41E2927CB4C4825A1F5FD7E2F21AE3465E8973","Microsoft"
"hash_sha256","6B99530953010DD8061A3A328C04C30653BBA26439DD30A752262582B0D02933","Microsoft"
"hash_sha256","6CA1F674E54A2D2F12C387403CBA885037EDE153E16EC4F6E1DDD216BA897215","Microsoft"
"hash_sha256","6DF96984D5BA709282B6C92287262BD81F980811B58B0C03B9B421BA1E580C6B","Microsoft"
"hash_sha256","6EA8D7B27D2A6C0E08886F55EF810D66788D973739218270AE38C126A71ED530","Microsoft"
"hash_sha256","6F07D75356B3698B885FF6070C338A7D96B9F761AB6350B385288842006DFF24","Microsoft"
"hash_sha256","70FAFD3FEFCA2FD4A061D34E781136F93A47D856987832041D3C703658D60FC1","Microsoft"
"hash_sha256","725DF91A9DB2E077203D78B8BEF95B8CF093E7D0EE2E7A4F55A30FE200C3BF8F","Microsoft"
"hash_sha256","75B0971A19E9C80EFD47B6197DCE666955E1FB0A05C152D1FE37C7E511A01DB1","Microsoft"
"hash_sha256","761690343F0577DF22E7130A5EFDF54EA246214395CBC94AC91AE91AAB78A76C","Microsoft"
"hash_sha256","7D9B41D7600C79B79E01F4E5100673BB134D5B4EA84ED8FCC9A2BE6CCC1DF4F7","Microsoft"
"hash_sha256","7F8BD2D63BB95D61FCBDB22827C3A3E46655F556DA769D3880C62865E6FDE820","Microsoft"
"hash_sha256","82B649AE0A4CFE37C2A32EC2010BF7EF0E3236B540F85C8FBF15657D48D30D84","Microsoft"
"hash_sha256","86E4115111E88BBAF09FE73CFC8255A4AAC64F7FFED4A3229BBC8D626566F0C8","Microsoft"
"hash_sha256","8833F2A6E84C91E31AE65E5AB269B362F7D4C2A2AF63D760FE5B6452B9ECBA96","Microsoft"
"hash_sha256","8941B1F6D8B6ED0DBC5E61421ABAD3F1634D01DB72DF4B38393877BD111F3552","Microsoft"
"hash_sha256","8E565BA45C7624E8BC5DD92C1D0D3710F6A2B21D6C94742BB51FEC07B4843EBD","Microsoft"
"hash_sha256","90B7B711F56F00A1FA08A7A29F2CD8602B8AA1A0D78986DBFC9F64E38AC6CECD","Microsoft"
"hash_sha256","94EE2227696DA3049FF67592834B4B6F98186F91E6D1CD1EEEC44F24B9DF754B","Microsoft"
"hash_sha256","95768BC40BB040D0C07C23F566CC20DF0651FC14714E617B3F4B7ED3C6B7E5DD","Microsoft"
"hash_sha256","9637506691705B2FFA90FF6B46FB71F11125DFFABB19F3E89FD1BFB1F4CAA223","Microsoft"
"hash_sha256","969C7EE8709A519C4A4878B230D4BA7F81FB9563320B5983F8F1F95D4D215ECE","Microsoft"
"hash_sha256","97A766DB470C44347B65A0BC282582F96A47D96ED8D7946F4DA33775D384033A","Microsoft"
"hash_sha256","983506186590F7118CB507D29F12F163AFB536A03E6D0F4FB441DF8AFE49EDE1","Microsoft"
"hash_sha256","9854322760307C04AACD78F136E4D1496950811EE2F24978915D7CD322ECB36C","Microsoft"
"hash_sha256","9B830C2979CBCE45573AA21D765ADDA76F52DB254155AE49648EF5050CEAF774","Microsoft"
"hash_sha256","9D2AAA8672D583AF4C03C23127D6CAC509799A49FF9293ED63628D5B710B7528","Microsoft"
"hash_sha256","9E9CA325F44EEFF4087BB67052536BA565DA18E70E5B29C79ED77C14C5548131","Microsoft"
"hash_sha256","A04365C2804ED63EA0CADBA4FA4FFC2E0541A09059ABC0E046EE57EF1645AB64","Microsoft"
"hash_sha256","AD95786B2402C6A2CC36A513937A10503AFF74E180EA1213CBFE40CA820D3B13","Microsoft"
"hash_sha256","AF4D26B987093BE6B442E655FFDAFA8E1542E80F6A47A6895AA523F2F180025C","Microsoft"
"hash_sha256","B1B3D27DEB35DD8C8FED75E878ADAE3F262475C8E8951D59E5DF091562C2779B","Microsoft"
"hash_sha256","B1FA0DED2F0CC42A70B7A0C051F772CD6DB76B15D50EC119307027E670998728","Microsoft"
"hash_sha256","B29E630B9C70B0DAABA4F83489494444C04C7A470B9C24EB4DDFFB6CD7CF05FF","Microsoft"
"hash_sha256","B3ED3F2BC5334E54CA8D6020D37DA0764F123FA5717638229422BD95A028097B","Microsoft"
"hash_sha256","B7B72D141ED56C8E5A924DFA959771548883B88E84646150447F85EB97F88E62","Microsoft"
"hash_sha256","B9EA588642EA77D39CCAFAB329C2F10718F2C7771E2EE77A0C6DEDA285A48DE8","Microsoft"
"hash_sha256","BA195A227FB76E8820D6DB36CD00C89095B88FAF01471FCDD9C0C7DE61A63A5D","Microsoft"
"hash_sha256","BADB915188B5292CB1A22624AA386AB0AD8279D5BD2678926123560ECFFE0E0C","Microsoft"
"hash_sha256","BB563180196989DCEE91417AA56D6F1BFC9320B2427536C200DFFCD784774906","Microsoft"
"hash_sha256","BC1B750338BC3013517E5792DA59FBA0D9AA3965A9F65C2BE7A584E9A70C5D91","Microsoft"
"hash_sha256","C13FB67BEEC7F1737234483AD8D333FF77DFCE804EC5C945B45FED448F272074","Microsoft"
"hash_sha256","C930ECA887FDF45AEF9553C258A403374C51B9C92C481C452ECF1A4E586D79D9","Microsoft"
"hash_sha256","CA22E7B954277659A308EF321A67516689A24C51AEA7AC3C5F2D76A583B11530","Microsoft"
"hash_sha256","CBB84155467087C4DA2EC411463E4AF379582BB742CE7009156756482868859C","Microsoft"
"hash_sha256","CBF74574278A22F1C38CA922F91548596630FC67BB234834D52557371B9ABF5D","Microsoft"
"hash_sha256","CD301BDC07518027567A5ED242AE2075F9F0BDF73315E99D4D949280F151FEFE","Microsoft"
"hash_sha256","CEDF4589428AE05D3D2DCA1D1BD7FA28F6CAFE54A077A6090F873053E04FD5CE","Microsoft"
"hash_sha256","CFAFC9B2D6CBC65769074BAB296C5FBACC676D298F7391A3FF787307EB1CBCE0","Microsoft"
"hash_sha256","CFF9C5A87B3FB5961DDF59DFA0558C5B63503F89905E2A81CCD405E333408E72","Microsoft"
"hash_sha256","D150D8D8BFA651C0E08A10323ECB0BCCF346A35BD1BAD19F89A5338ACD8A88B3","Microsoft"
"hash_sha256","DB3FE436F4EEB9C20DC206AF3DFDFF8454460AD80EF4BAB03291528E3E0754AD","Microsoft"
"hash_sha256","E71E6B81C46AAB4760840369E3FFE6AC80A9E6A2E62FC7E563265ED37EFD695A","Microsoft"
"hash_sha256","E77423214CFC184F3B41BDD539024D466BD5A94C91CFAA65D4E831410A8A8F94","Microsoft"
"hash_sha256","EE07759184ECAF4E0EF0A2981DCCFC5B6C4DA43A14A7BEB002AE06C95A145DCC","Microsoft"
"hash_sha256","EF8C99B57FF01D2267C6D946347F450BD4B92CEA56FBD0BB36F0BC9DE985FF83","Microsoft"
"hash_sha256","F381A3877028F29EC7865B505B5C85CE77D4947D387D3F30071159FA991F009A","Microsoft"
"hash_sha256","F3988F4C889E6AE79B7EBDE97A677E2ABFC89C53FFC800A8954B713D317232D3","Microsoft"
"hash_sha256","F4B5BF7A2501C26E1F7306AD78F7C6FB2637FDE652AA303A3A51C53C98ED3C10","Microsoft"
"hash_sha256","F5C97F23543E904944120EF738F300049EAE85C3B0BF8B86B346572F7BC6DEC1","Microsoft"
"hash_sha256","F8A607E3214F4C98E7BFF5F3822D0B0FFFA0B9035D8E17ACAC3D51F862C80C5D","Microsoft"
"hash_md5","0477406F83847D43A3B668CC1E75185F","Microsoft"
"hash_md5","09735D305B7D6F071173FE3B62B46D9E","Microsoft"
"hash_md5","1CE8509EABE2A293376D9B70044922FD","Microsoft"
"hash_md5","27927A73B8273DC796DDFC309EC8ECAF","Microsoft"
"hash_md5","4154C3553656E94575AEB7183969BFA0","Microsoft"
"hash_md5","5F2C5F7620B74D183E206817B723B555","Microsoft"
"hash_md5","6495356AFD05DBF8661AF13EF72AB887","Microsoft"
"hash_md5","8D56AC580C06BAAC327613202FDBF5EB","Microsoft"
"hash_md5","9C14DF330DEA5DFAAB7A4303A3296779","Microsoft"
"hash_md5","9F7B1AFCE9C8C7D9282C5E791C69E369","Microsoft"
"hash_md5","A501B4C09476B8F5AB505C6578BF9F9E","Microsoft"
"hash_md5","A806DF529A111FB453175ECDCB230D96","Microsoft"
"hash_md5","AB2D6846430B8EA18FC08CB7804FCE99","Microsoft"
"hash_md5","ADD1BFB2D4B4AD083DCEE40D61A12780","Microsoft"
"hash_md5","BC469BCDB585D8E6576FC664A6404A82","Microsoft"
"hash_md5","C41957F965F8C38B6CEDF44B62B09298","Microsoft"
"hash_md5","CA1B05B97E934511A76A744B53B8EB92","Microsoft"
"hash_md5","D00C86EA42958F919C702A9A416A24CE","Microsoft"
"hash_md5","E58E5AFA9A94BA474E465DBF919D2C51","Microsoft"
"hash_md5","F19542732C33F1B908365DF02A86105C","Microsoft"
"hash_md5","FD3FD2F6CDE9E38E92433C152892C03D","Microsoft"
"hash_md5","FDE874E8D442E3F0469B3D2F86A45739","Microsoft"
"domain","absardeiracargo.com","Microsoft"
"domain","abstractalg.com","Microsoft"
"domain","abstractlg.com","Microsoft"
"domain","account-api.api-cookie.com","Microsoft"
"domain","account-api.api-dns.com","Microsoft"
"domain","account-api.dnsproto.com","Microsoft"
"domain","accountingempowered.com","Microsoft"
"domain","accutanebb.com","Microsoft"
"domain","action-redir.com","Microsoft"
"domain","active-redir.com","Microsoft"
"domain","addnamestamp.net","Microsoft"
"domain","adventuresrebornpanda.com","Microsoft"
"domain","aerospaceeng.org","Microsoft"
"domain","ahpuntacana.net","Microsoft"
"domain","ahrqdev.org","Microsoft"
"domain","ajoentom.org","Microsoft"
"domain","alabamaswindow.com","Microsoft"
"domain","albuteroltab.com","Microsoft"
"domain","alibro.org","Microsoft"
"domain","aliceplants.com","Microsoft"
"domain","alignconference.org","Microsoft"
"domain","alignlenlabel.net","Microsoft"
"domain","alldocssolution.com","Microsoft"
"domain","allowcorpsearch.com","Microsoft"
"domain","allowdoorinto.com","Microsoft"
"domain","alonaservices.com","Microsoft"
"domain","analyzedatainfo.com","Microsoft"
"domain","andysalesproject.com","Microsoft"
"domain","ankaramuhaseben.com","Microsoft"
"domain","antibots-service.com","Microsoft"
"domain","api-cookie.com","Microsoft"
"domain","api-dns.com","Microsoft"
"domain","apidatahook.com","Microsoft"
"domain","apireflection.com","Microsoft"
"domain","apiwebdata.com","Microsoft"
"domain","aptoltd.com","Microsoft"
"domain","archiveofuorown.org","Microsoft"
"domain","arizonapbssustainer.com","Microsoft"
"domain","arsenalcaption.com","Microsoft"
"domain","astrocosmograv.com","Microsoft"
"domain","asyncmainfunc.net","Microsoft"
